Avg. Area Income;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price
8.331.999.615.865.130;6.125.858.572.351.460;3.03;31.552.544.209.314.000;12.629.638.612.687.200
West Kaylastad;;;;
854.685.309.611.512;7.022.862.754.648.260;5.43;46.505.788.303.012.300;14.445.729.714.972.100
Averyshire;;;;
8.166.557.834.646.640;6.045.749.359.660.900;4.35;3.475.388.289.216.660;13.589.834.704.786.700
East Bethany;;;;
7.438.513.789.506.650;6.079.272.301.587.290;2.07;2.095.134.787.228.710;6.355.308.448.860.590
Harrisonton;;;;
8.681.806.875.641.660;6.240.497.295.141.350;3.11;41.440.433.826.184.500;1.670.183.167.980.540
South Richard;;;;
6.391.161.637.074.990;6.845.286.754.714.220;2.43;15.576.445.022.405.300;8.412.361.676.342.580
Port Danielburgh;;;;
8.409.588.947.778.270;8.039.114.498.678.610;3.11;21.330.988.935.894.400;15.818.655.587.473.200
South Lori;;;;
58.435.259.411.301.300;783.009.067.127.597;3.02;6.120.581.478.348.430;18.414.955.078.848.700
Kennethstad;;;;
78.229.554.740.577;6.308.682.062.163.030;4.16;6.074.720.447.892.800;18.913.982.558.229.900
Nicholasborough;;;;
7.816.030.843.328.680;7.931.539.538.170.220;5.43;39.984.958.207.674.500;1.832.230.092.736.460
Buckborough;;;;
7.275.763.335.564.780;7.570.622.162.566.160;6.35;3.908.839.940.262.560;1.062.095.467.626.740
North Douglasfort;;;;
48.125.481.011.817.700;6.452.137.115.227.820;4.42;4.009.090.835.689.220;9.700.446.656.400.690
Robertsonstad;;;;
768.834.865.005.005;7.439.954.240.585.870;3.04;26.262.507.332.673.200;15.289.008.563.697.400
Rojasside;;;;
692.660.874.272.887;7.148.313.897.069.350;3.4;37.180.500.358.543.700;11.071.597.806.059.000
Ariasland;;;;
7.144.508.457.918.130;825.577.415.712.517;3.1;24.318.530.113.098.600;13.000.312.303.332.100
Chandlerport;;;;
7.746.777.070.630.540;5.939.874.980.509.030;4.26;436.289.548.124.534;15.477.370.017.004.200
North Madelineland;;;;
7.857.834.341.855.510;8.100.931.593.913.180;4.19;35.399.907.476.359.900;12.487.418.646.745.000
Robertsfort;;;;
5.890.931.343.643.180;7.703.920.454.045.690;6.38;4.086.581.788.796.860;12.055.683.665.622.300
"FPO AA 53370-1758""";;;;
6.727.083.974.458.530;7.350.019.504.033.880;4.5;3.303.630.334.372.840;993.637.089.730.268
"FPO AP 00484""";;;;
7.690.823.742.100.850;8.181.346.320.576.440;4.4;5.163.042.482.342.980;18.138.563.141.206.900
South Kathrynshire;;;;
8.127.239.558.351.060;7.169.949.702.256.210;3.33;4.440.645.551.495.430;18.224.384.199.048.400
New Kimberlybury;;;;
7.282.749.079.004.170;874.508.920.769.991;5.32;14.931.270.110.345.700;11.669.251.461.488.200
Elizabethton;;;;
6.939.635.827.972.080;6.301.145.365.713.050;4.17;34.932.291.232.953.600;9.524.396.621.570.890
East Jacobmouth;;;;
7.529.961.256.561.520;53.322.645.679.177.400;3.01;341.292.417.929.418;16.591.001.242.863.600
Melissahaven;;;;
752.587.805.798.882;5.588.733.070.014.010;4.32;37.245.943.731.156.700;1.181.995.430.504.770
North Kristinberg;;;;
7.132.271.325.108.480;64.864.058.236.427.000;2.47;25.948.644.213.562.300;11.240.429.480.980.400
Sarabury;;;;
6.442.998.477.819.170;7.479.370.722.425.910;3.31;390.558.222.857.192;1.219.637.366.518.860
North Ian;;;;
6.379.757.852.066.830;7.305.667.972.185.750;4.38;26.094.905.575.758.200;8.670.828.427.607.960
Cochranchester;;;;
7.033.346.047.505.620;6.531.334.847.045.860;4.05;44.795.531.112.939.700;13.859.789.841.198.300
"APO AP 48458""";;;;
49.345.424.446.427.200;812.398.991.576.281;5.04;15.113.587.197.383.300;7.250.408.959.547.420
South Nicholaschester;;;;
56.073.892.443.104.500;6.959.055.603.791.690;4.4;6.414.968.021.309.120;14.097.621.194.903.000
Edwardsstad;;;;
6.841.933.249.880.330;7.550.873.192.161.810;6.08;30.464.257.218.143.600;10.367.046.914.584.900
North Rebecca;;;;
6.965.435.501.275.350;8.073.847.884.375.510;3.48;2.702.275.917.985.480;717.273.185.257.682
Beckstad;;;;
9.690.108.150.593.150;8.317.774.678.851.410;4.1;32.824.796.656.098.500;1.642.478.735.656.440
Lake Brian;;;;
4.916.030.411.068.880;7.992.645.042.914.460;6.13;28.382.706.694.424.600;5.854.404.314.477.120
New Karen;;;;
48.498.140.274.389.800;8.737.025.148.784.050;3.04;30.749.644.393.288.000;6.022.095.750.471.330
New Markshire;;;;
731.128.481.883.044;6.937.160.086.501.360;2.41;321.267.723.966.526;13.402.272.768.822.600
Port Timothy;;;;
57.190.757.547.548.100;839.922.325.781.752;4.19;4.534.078.188.778.930;14.300.510.884.878.900
West Brian;;;;
6.777.554.642.323.840;7.845.249.622.130.730;3.17;38.345.581.082.791.700;11.011.202.587.428.200
Hoopermouth;;;;
5.259.908.666.278.150;8.440.430.148.579.830;3.03;31.590.385.334.991.800;8.972.234.346.811.120
New Jenniferhaven;;;;
6.665.596.644.683.300;6.969.330.818.788.060;4.35;3.614.296.798.822.270;14.093.185.774.674.200
North Lisa;;;;
6.463.545.764.588.870;7.606.840.904.336.570;3.38;3.786.663.226.481.190;12.260.673.141.602.400
Kennedymouth;;;;
8.727.209.339.285.830;7.184.765.323.299.680;5.39;7.522.333.137.672.420;9.100.996.440.482.030
Amandamouth;;;;
7.722.330.759.201.750;7.390.581.980.923.560;3.49;36.454.298.656.933.400;1.492.009.562.850.290
Edwinberg;;;;
7.442.005.254.414.190;6.500.293.441.451.730;2.42;40.250.887.242.702.500;1.555.806.041.797.230
East Johnhaven;;;;
7.361.168.863.121.090;7.766.507.123.922.490;4.23;38.294.075.979.038.600;1.487.855.537.964.480
New Tanya;;;;
633.201.382.070.682;7.958.761.780.176.990;3.44;2.207.615.316.408.180;9.951.441.065.832.530
West Matthewburgh;;;;
823.830.289.908.092;5.004.809.473.311.830;4.36;28.614.539.710.201.500;1.151.006.077.527.770
Christopherbury;;;;
9.387.642.899.812.000;7.259.567.833.408.490;6.1;29.096.519.015.755.600;1.760.880.447.507.330
Port Andrewland;;;;
62.717.682.888.979.200;60.161.586.105.429.900;2.01;3.853.566.660.373.460;10.670.003.494.773.300
Stacyhaven;;;;
8.436.644.481.815.580;7.420.491.028.062.840;6.12;4.815.025.379.591.160;14.307.967.625.697.900
Kylehaven;;;;
7.720.864.023.179.730;6.951.254.520.818.970;2.08;285.504.812.998.678;9.817.532.384.083.710
Lake Melissa;;;;
7.717.744.738.441.320;5.800.903.188.839.200;3.1;5.205.705.440.957.790;11.025.165.838.414.200
Mooreview;;;;
8.077.067.564.990.220;6.310.709.450.220.940;4.33;31.518.008.191.432.800;13.343.773.074.135.500
Larryview;;;;
7.291.504.025.284.850;7.128.904.873.034.420;5.06;4.203.042.124.095.260;13.952.185.802.629.200
West Craig;;;;
6.482.686.535.125.930;7.154.986.126.320.510;3.29;3.634.271.475.905.280;1.227.167.407.601.840
Port Stephanieberg;;;;
7.957.525.043.671.050;5.860.112.374.379.640;2.11;43.679.484.825.566.900;13.155.681.643.761.300
Brewerborough;;;;
7.530.211.142.446.780;8.482.698.841.398.190;6.4;3.342.442.750.100.000;16.433.389.927.174.500
Bushhaven;;;;
7.694.250.701.496.150;8.622.784.462.799.550;6.45;287.179.613.340.518;13.544.175.627.576.100
Dunnmouth;;;;
7.062.773.589.828.460;5.407.523.268.825.860;4.16;4.160.202.373.791.630;12.738.680.636.587.000
South Donshire;;;;
6.508.158.404.838.890;9.212.518.352.461.370;5.14;3.759.449.345.795.760;13.438.242.151.443.100
Port Brittanyside;;;;
7.275.221.639.106.660;5.577.942.462.718.260;2.03;29.034.319.963.510.600;6.922.294.654.976.520
"FPO AA 65570-1981""";;;;
7.209.966.539.036.080;6.466.645.254.480.290;3.41;3.690.214.538.985.520;14.110.543.169.406.800
Alexland;;;;
517.479.151.978.184;6.212.700.018.761.170;4.41;29.749.622.793.954.200;832.475.189.015.321
Blanchardmouth;;;;
56.815.743.321.680.300;5.407.974.627.278.720;2.01;35.516.409.893.987.300;10.763.341.025.455.300
Michaelview;;;;
6.058.441.377.611.660;7.451.735.852.935.020;3.44;46.635.769.639.958.800;13.098.299.356.107.900
Crystalshire;;;;
8.023.858.516.096.310;7.017.304.323.987.930;3.22;34.271.102.344.187.500;11.308.440.293.626.500
South Davidchester;;;;
60.062.695.633.718.900;7.383.502.841.491.490;3.24;4.534.793.206.410.240;7.845.033.579.188.930
Davidton;;;;
763.396.233.450.042;8.185.236.861.335.190;3.32;4.573.518.721.047.920;1.378.399.109.063.900
Donnamouth;;;;
6.031.943.150.766.430;724.768.751.540.794;4.38;3.333.776.537.699.160;9.835.375.107.792.250
Leeberg;;;;
9.108.356.908.118.550;7.129.300.905.884.360;5.47;4.173.483.265.730.050;17.379.815.298.355.900
Alexisside;;;;
7.332.776.494.127.410;73.871.258.334.334.700;5.28;413.788.767.313.119;13.143.594.543.807.400
Christopherstad;;;;
5.423.669.624.906.150;8.473.199.325.627.420;3.27;6.585.793.332.223.430;13.729.693.107.494.300
Phillipsshire;;;;
54.726.703.474.056.000;692.462.904.622.141;4.41;38.582.558.012.517.900;998.855.579.912.743
Port Matthew;;;;
6.124.733.190.182.580;6.918.738.308.805.500;2.04;6.107.560.218.130.600;14.735.407.599.385.400
Port Sonia;;;;
7.455.197.298.408.400;7.504.691.839.282.180;6.18;44.843.195.518.342.500;18.162.170.069.766.700
New Joseph;;;;
569.624.483.136.245;60.556.849.807.348.200;3.16;4.318.151.306.578.880;11.270.821.989.417.600
Vincentfurt;;;;
596.655.734.194.307;7.377.552.371.693.520;3.14;48.128.957.384.062.700;1.427.832.120.659.100
"FPO AP 88305-9187""";;;;
7.235.358.095.482.500;7.594.262.455.361.100;6.06;15.395.059.920.745.700;9.592.436.084.487.290
Vaughanview;;;;
5.510.185.477.519.370;8.521.505.522.399.040;5.32;41.219.321.486.911.600;12.024.527.282.114.900
Tracyville;;;;
6.247.215.857.950.410;7.665.173.458.119.500;6.48;3.761.867.655.406.340;1.463.442.908.287.020
Andersontown;;;;
7.902.064.716.083.900;6.255.674.884.306.750;2.02;34.405.481.560.951.500;11.208.515.194.199.600
Deanstad;;;;
5.640.254.281.107.350;8.075.308.814.527.190;5.23;2.968.969.581.067.500;6.964.671.699.379.110
Salinasstad;;;;
6.105.614.542.685.610;8.460.093.805.271.940;5.03;18.606.659.042.196.400;6.316.564.745.826.730
Onealmouth;;;;
5.555.846.575.550.820;7.197.255.038.215.550;6.11;5.625.046.440.414.380;13.669.882.351.681.600
Sheriberg;;;;
8.976.091.785.636.200;7.002.023.943.967.570;6.06;54.061.258.684.089.400;19.190.535.269.471.300
East Nicholasburgh;;;;
5.552.990.658.436.000;9.024.792.406.225.800;4.05;4.500.824.223.987.980;14.603.410.111.764.400
Arnoldshire;;;;
7.553.427.947.812.930;70.960.197.557.369.300;6.46;2.773.074.930.655.960;935.488.606.494.803
Marychester;;;;
7.326.599.934.229.560;5.708.119.192.722.320;4.12;30.667.234.759.488.800;8.962.461.462.243.540
East Adrian;;;;
61.611.751.784.261.600;7.009.128.593.641.080;3.34;1.894.755.834.557.420;8.942.035.715.459.330
East Ashley;;;;
6.679.096.033.161.490;7.372.764.826.759.740;6.22;4.706.402.296.128.320;135.372.953.334.886
Kimberg;;;;
6.960.452.176.965.200;77.260.519.917.155;4.34;4.178.591.077.603;1.496.177.415.750.740
New Brandonfort;;;;
43.241.982.422.500.500;669.912.266.052.316;2.39;29.478.531.240.209.700;6.296.576.132.544.070
East Kristenburgh;;;;
5.151.069.878.499.800;66.557.628.101.454.800;4.45;3.177.328.890.188.990;5.491.679.398.554.480
North Charleschester;;;;
8.031.549.332.320.090;5.123.795.283.832.020;3.45;3.973.359.822.387.280;17.375.822.827.129.000
Port Mary;;;;
6.548.325.530.521.960;7.038.452.372.643.860;4.05;3.330.347.322.840.520;12.472.816.983.108.600
Goodmanbury;;;;
9.273.599.691.526.110;6.848.041.355.034.620;4.36;47.376.470.028.760.700;17.798.989.958.791.600
Michaelview;;;;
62.678.335.466.708.900;6.471.035.179.743.150;3.45;44.965.311.980.859.200;10.326.630.030.779.200
Port James;;;;
865.839.336.611.974;7.128.356.949.439.180;5.16;45.514.147.767.554.400;1.815.809.621.442.140
Port Nicole;;;;
62.369.713.031.191.100;6.544.807.809.082.770;2.24;4.722.475.917.776.580;13.871.144.198.675.500
West Tony;;;;
5.562.467.128.743.830;6.862.835.726.685.020;3.18;45.644.243.462.268.600;12.620.129.263.482.800
West Julie;;;;
6.342.190.395.542.290;8.777.735.233.745.710;3.09;1.151.138.705.016.450;14.323.184.696.391.300
Lake Natashashire;;;;
7.752.105.738.039.330;7.077.553.855.006.300;5.43;32.624.646.504.706.600;1.501.622.125.499.600
Stevenside;;;;
7.337.047.438.292.060;5.835.420.750.157.170;4.42;47.740.762.897.957.100;12.756.769.813.869.100
Port Maureenton;;;;
8.276.861.396.710.600;70.571.822.610.381.400;4.2;23.581.385.699.003.800;14.769.891.835.039.500
Russomouth;;;;
6.836.803.677.705.590;70.610.308.303.228.500;5.13;22.033.116.961.125.500;796.289.306.909.297
Melindabury;;;;
6.704.196.766.072.440;5.346.830.442.494.940;3.39;15.633.099.048.295.800;7.073.450.624.327.660
Clinefurt;;;;
55.507.312.532.853.800;8.061.202.867.385.210;6.22;44.669.455.553.014.000;13.182.314.182.852.100
Tiffanyfort;;;;
4.379.530.753.382.490;7.881.137.517.546.670;6.5;4.811.402.401.407.810;10.208.613.371.364.400
West Karen;;;;
6.775.468.697.037.100;7.591.351.755.056.160;5.23;5.190.588.983.574.080;15.276.917.006.808.600
East Patrickborough;;;;
7.808.822.319.704.960;8.362.547.848.036.510;3.33;3.338.976.393.721.450;15.362.347.087.011.300
Michellefort;;;;
679.093.834.884.142;6.509.616.213.750.980;4.03;36.742.343.397.665.600;14.821.236.246.868.100
Cookfurt;;;;
5.196.723.584.950.970;7.105.833.642.844.870;5.1;21.454.199.436.585.000;6.571.693.041.615.340
"FPO AP 84758-0245""";;;;
8.170.723.576.749.850;6.557.792.533.237.120;4.49;37.968.888.095.093.000;13.902.002.242.984.400
"APO AA 62613""";;;;
5.986.576.865.555.030;6.388.986.061.251.190;4.21;3.090.501.530.289.510;6.137.883.219.895.300
Port Joshua;;;;
6.154.458.346.818.270;7.791.619.771.134.480;3.01;30.699.386.049.381.900;6.777.723.453.175.710
North Jayhaven;;;;
8.022.859.918.691.390;8.767.014.354.458.770;3.29;2.725.525.081.876.950;1.535.946.643.113.820
"APO AA 74372-2883""";;;;
6.086.539.677.968.090;62.303.457.165.027.100;4.46;4.335.137.328.389.910;990.004.730.593.988
Lopezmouth;;;;
5.986.694.770.020.460;5.899.076.341.909.400;4.16;32.064.597.156.277.100;10.393.807.224.796.100
New Matthew;;;;
64.769.644.841.007.300;7.695.856.410.947.030;4.16;4.351.094.014.568.800;1.107.286.972.727.980
West Judith;;;;
892.860.832.488.416;679.712.562.603.754;2.45;26.176.766.149.402.600;13.409.097.986.568.700
South Jenniferland;;;;
833.730.120.187.316;7.419.498.794.669.840;5.36;2.566.322.937.294.810;13.358.838.311.844.500
Duncanside;;;;
59.278.945.889.501.300;8.847.869.263.637.740;3.16;1.235.171.960.301.970;10.150.105.384.041.000
Fernandezshire;;;;
7.123.291.398.344.800;5.800.259.721.360.160;2.07;31.088.890.171.173.700;6.769.797.154.027.740
Chapmanburgh;;;;
7.210.255.665.351.350;5.847.043.910.849.700;2.38;41.409.169.414.903.700;11.101.142.203.447.700
Brendatown;;;;
8.052.849.773.761.480;8.560.018.878.678.050;5.3;37.717.253.954.973.800;16.410.304.779.927.500
Lake Georgemouth;;;;
5.405.102.466.360.290;7.654.447.412.307.700;3.21;2.782.249.637.305.470;9.143.783.344.281.590
"APO AA 82126""";;;;
6.646.536.590.945.700;70.798.096.761.542.400;6.21;4.113.009.091.193.950;12.585.638.586.458.300
Barryport;;;;
7.008.594.760.366.880;7.131.110.205.236.460;5.22;5.144.669.184.618.910;14.409.090.012.831.000
Port Shannon;;;;
7.547.550.719.246.060;7.602.107.228.128.700;6.4;4.744.787.629.201.730;16.241.375.954.320.800
Frankshire;;;;
8.882.450.481.436.920;6.700.035.163.890.700;4.06;28.715.698.660.318.600;18.698.863.052.624.000
Derekberg;;;;
6.594.891.814.072.340;8.854.369.884.254.950;3.1;4.126.091.708.240.740;1.302.748.857.596.480
Smithton;;;;
6.821.951.471.767.840;8.221.347.383.688.510;6.22;42.342.577.987.479.900;14.295.296.303.333.600
Lake Gregoryshire;;;;
7.488.106.436.138.310;7.394.920.535.536.380;3.17;2.352.649.849.673.300;10.231.629.529.066.200
New Stevenstad;;;;
59.886.418.535.766.000;57.246.073.931.566.200;3.5;545.468.265.214.163;6.735.713.460.100.300
"FPO AA 46601""";;;;
7.529.106.395.720.080;7.295.145.800.743.620;4.06;4.822.413.913.542.700;16.576.673.321.639.400
North Robertton;;;;
6.935.079.335.739.220;8.288.048.472.012.160;4.29;36.779.058.567.387.500;1.392.083.817.875.560
"FPO AE 36896-5919""";;;;
7.968.776.186.988.200;7.337.393.909.162.740;6.09;2.086.766.988.476.450;13.601.007.192.439.700
South Brian;;;;
61.679.171.155.216.700;7.111.842.354.344.000;5.41;3.486.798.507.624.230;1.103.021.383.299.930
"APO AE 25615-0900""";;;;
7.752.754.117.380.730;5.865.716.151.693.730;4.0;4.181.280.155.495.020;13.229.140.511.137.200
Toddport;;;;
6.501.055.347.403.510;752.984.574.463.804;6.32;3.470.686.662.728.710;1.305.185.544.822.340
West Kimberly;;;;
60.503.003.755.352.600;74.224.716.502.405.200;5.17;49.155.509.477.077.700;14.315.173.576.797.700
Richardstad;;;;
52.282.120.668.316.100;6.784.168.099.198.130;3.05;4.586.787.467.158.220;1.137.446.993.396.960
Romantown;;;;
54.293.140.080.295.300;693.550.997.578.942;4.23;49.751.634.268.949.200;10.104.773.921.678.500
West Robert;;;;
64.912.515.461.883.600;60.287.823.506.988.700;4.18;48.685.420.659.677.700;14.490.334.322.542.400
Jonville;;;;
7.021.364.600.245.210;5.829.800.995.829.700;3.26;34.386.429.780.147.500;10.645.696.062.282.600
East Bobbychester;;;;
4.864.010.360.767.930;86.093.975.784.445;4.07;33.381.238.664.354.300;6.072.494.232.841.760
Fernandoport;;;;
6.453.446.591.000.120;7.382.972.887.519.850;4.22;52.933.672.583.474.000;12.022.279.566.643.500
Shortland;;;;
5.833.723.048.938.100;5.683.634.534.344.570;2.18;382.350.331.024.115;8.168.135.323.512.610
Marthaborough;;;;
7.884.576.217.925.330;5.645.543.716.152.710;2.3;54.845.494.407.850.100;15.981.592.269.511.000
Austinburgh;;;;
7.469.194.960.081.000;7.937.276.295.877.940;5.29;55.403.093.468.937.200;16.583.810.058.753.500
"DPO AP 49434""";;;;
6.821.768.308.795.560;6.586.336.777.691.380;3.32;49.240.840.451.423.100;13.120.933.611.953.600
South Laurastad;;;;
5.530.614.197.359.970;641.031.819.914.194;4.06;32.142.947.348.186.500;6.479.826.536.393.010
Lake Oscar;;;;
6.901.276.983.646.470;9.841.095.462.796.720;5.09;3.306.976.158.140.230;14.927.866.274.919.500
Joshuahaven;;;;
6.084.661.848.596.620;76.665.564.882.992.400;3.16;28.172.065.283.229.500;6.277.337.433.863.790
North Alexandraview;;;;
9.383.809.765.365.360;854.464.980.825.029;5.5;4.413.800.672.962.380;18.275.008.917.075.200
"DPO AE 40792-0792""";;;;
7.891.886.744.941.800;7.446.262.521.635.080;3.5;36.711.623.296.757.900;13.392.547.267.992.800
West Jomouth;;;;
8.389.635.796.601.390;5.258.021.705.177.950;4.36;4.367.262.854.917.650;16.209.494.369.105.900
Lake Kevinfort;;;;
7.850.186.122.850.900;6.904.110.044.399.040;3.18;3.468.581.562.026.690;16.379.446.447.424.400
Christiemouth;;;;
7.823.940.566.132.420;7.034.869.544.865.440;3.05;3.693.662.977.302.440;12.168.880.202.770.500
New Gregoryville;;;;
7.022.004.442.747.010;6.786.155.610.295.750;4.47;46.222.459.101.871.000;15.554.975.463.886.600
Weavertown;;;;
6.218.453.937.490.790;7.427.689.115.369.710;6.22;26.008.309.123.638.600;8.730.483.196.423.550
Sarahburgh;;;;
6.820.141.248.629.350;5.969.959.493.652.290;2.3;43.468.164.464.824.900;8.460.557.174.491.590
South Joshua;;;;
6.686.287.691.915.230;62.338.231.705.675.900;3.49;1.532.564.845.113.580;1.028.493.601.458.840
Foxland;;;;
83.638.116.931.176;7.001.636.667.164.860;4.29;2.456.597.680.615.940;1.569.600.445.635.940
Adambury;;;;
8.114.972.594.702.160;7.076.296.950.849.980;3.45;54.929.670.237.530.200;17.982.328.027.843.000
Bassside;;;;
7.531.869.448.646.290;8.752.957.080.713.470;3.45;33.280.589.497.979.100;140.214.687.334.661
Ashleyburgh;;;;
5.084.711.311.461.680;5.355.861.176.465.190;4.38;3.476.370.380.652.580;3.989.095.098.600.630
East Thomas;;;;
7.009.032.108.707.100;6.201.132.727.860.200;2.36;263.908.110.517.472;9.331.573.392.378.040
North Kennethchester;;;;
6.362.984.716.866.150;7.760.263.218.520.490;5.31;3.351.768.551.789.390;7.122.858.255.751.290
Amandaville;;;;
6.707.605.239.168.520;723.121.810.628.916;3.12;4.040.651.491.811.690;1.261.927.418.880.630
South Alanshire;;;;
61.909.041.437.590.200;6.593.137.996.981.950;4.29;2.895.392.537.687.540;1.063.964.287.873.940
Cummingsberg;;;;
6.662.369.236.631.310;6.942.143.477.150.170;2.03;47.995.101.961.052.800;13.020.290.126.435.300
"FPO AE 77602""";;;;
8.239.151.875.174.630;769.654.587.933.703;3.02;3.323.234.233.913.220;1.957.891.588.351.540
Bryantton;;;;
62.917.321.243.374.300;6.024.523.188.388.940;2.14;3.684.530.501.343.820;8.491.531.225.282.910
Williamsonberg;;;;
61.214.740.808.457.100;7.518.523.592.554.030;6.25;32.254.398.666.667.600;1.070.720.058.487.740
Port Brendaland;;;;
55.952.685.832.592.200;6.324.806.827.786.590;3.03;30.758.279.044.875.400;7.141.663.978.061.120
